transaction_id,account_id,transaction_type,amount,transaction_date,description,channel,amount_outlier
TXN0000376,ACC000192,Withdrawal,108765.785,2023-01-27,Dolores quas.,Online,True
TXN0000049,ACC000029,Withdrawal,1337.3,2024-01-01,Amet corrupti dolorem alias.,Branch,False
TXN0000043,ACC000134,Withdrawal,22318.29,2023-11-10,Consequatur et minus consequuntur.,Atm,False
TXN0000567,ACC000112,Transfer,38367.04,2024-07-17,Praesentium magnam.,Online,False
TXN0000531,ACC000045,Transfer,15627.11,2024-04-22,Velit cumque animi.,Atm,False
TXN0000067,ACC000124,Withdrawal,47098.06,2023-06-14,,Online,False
TXN0000264,ACC000125,Withdrawal,8485.84,2024-11-09,Odit dicta architecto.,Atm,False
TXN0000113,ACC000134,Deposit,33595.97,2023-02-12,Velit laudantium doloremque nam.,Online,False
TXN0000065,ACC000017,Deposit,3978.99,2023-02-13,,Branch,False
TXN0000101,ACC000042,Transfer,15927.5,2023-02-04,Repudiandae hic ex aut sed.,Online,False
TXN0000293,ACC000273,Transfer,15968.02,2024-11-25,,Atm,False
TXN0000578,ACC000235,Transfer,39798.1,2024-10-19,Quo consectetur facere repellat quia.,Online,False
TXN0000584,ACC000062,Withdrawal,17184.11,2023-10-12,Nulla error labore quis modi.,Atm,False
TXN0000315,ACC000007,Deposit,9323.52,2023-11-08,Error nesciunt necessitatibus adipisci consequuntur.,Atm,False
TXN0000188,ACC000127,Withdrawal,40422.15,2023-12-09,Veritatis perspiciatis animi.,Branch,False
TXN0000361,ACC000103,Transfer,5545.04,2024-02-11,Quam aliquid maiores.,Mobile,False
TXN0000416,ACC000139,Deposit,38748.86,2024-09-02,Impedit enim inventore debitis delectus.,Online,False
TXN0000409,ACC000028,Deposit,5548.31,2023-04-24,Soluta cumque incidunt.,Branch,False
TXN0000132,ACC000008,Withdrawal,48160.77,2023-06-01,Facere pariatur corrupti quidem.,Atm,False
TXN0000366,ACC000200,Deposit,24133.1,2024-12-14,Fuga architecto dolor error nisi.,Online,False
TXN0000347,ACC000029,Withdrawal,26122.9,2023-08-05,Assumenda omnis.,Atm,False
TXN0000160,ACC000057,Withdrawal,47209.07,2024-09-08,Quasi impedit cum magni.,Atm,False
TXN0000001,ACC000267,Withdrawal,38680.24,2024-08-25,Alias qui reiciendis amet totam.,Atm,False
TXN0000327,ACC000119,Transfer,11109.89,2024-02-09,,Online,False
TXN0000309,ACC000223,Transfer,2696.79,2024-09-03,Labore maiores ratione.,Online,False
TXN0000570,ACC000015,Withdrawal,19229.34,2024-02-25,Ut incidunt nulla.,Atm,False
TXN0000497,ACC000166,Deposit,11819.52,2024-02-23,Assumenda commodi.,Mobile,False
TXN0000275,ACC000150,Deposit,15273.29,2024-03-28,Deserunt nesciunt quisquam aliquam.,Online,False
TXN0000393,ACC000143,Withdrawal,28125.87,2024-06-23,Nisi corrupti quas.,Mobile,False
TXN0000238,ACC000152,Withdrawal,21482.04,2023-05-21,,Online,False
TXN0000244,ACC000222,Deposit,19972.4,2024-06-01,,Mobile,False
TXN0000490,ACC000038,Withdrawal,16423.07,2024-10-07,Aperiam tenetur recusandae delectus.,Online,False
TXN0000432,ACC000029,Withdrawal,4933.5,2024-06-01,Quam suscipit consequuntur nobis.,Online,False
TXN0000403,ACC000198,Withdrawal,3849.71,2024-11-17,Unde quasi doloribus alias.,Atm,False
TXN0000473,ACC000177,Withdrawal,5400.98,2024-06-04,Facere sequi.,Online,False
TXN0000115,ACC000136,Withdrawal,46319.23,2024-09-19,Cupiditate similique magnam.,Mobile,False
TXN0000179,ACC000181,Transfer,26978.6,2024-03-31,Blanditiis vel.,Online,False
TXN0000008,ACC000078,Withdrawal,7527.83,2024-11-11,Reprehenderit velit.,Mobile,False
TXN0000437,ACC000269,Transfer,17951.61,2023-12-24,Expedita vel.,Online,False
TXN0000392,ACC000006,Withdrawal,18645.85,2023-01-10,Accusantium fugit sequi quis.,Online,False
TXN0000087,ACC000140,Withdrawal,37170.11,2023-04-08,Numquam eaque vitae sit.,Branch,False
TXN0000269,ACC000187,Deposit,29543.98,2024-03-09,Cum iste ratione aliquam.,Mobile,False
TXN0000529,ACC000207,Transfer,8543.76,2024-01-11,,Atm,False
TXN0000277,ACC000264,Withdrawal,4892.78,2023-02-23,Suscipit quaerat excepturi.,Mobile,False
TXN0000423,ACC000042,Deposit,7836.35,2023-07-21,Laborum quis ab eaque.,Online,False
TXN0000209,ACC000043,Deposit,108765.785,2023-03-19,Exercitationem itaque nobis accusamus.,Branch,True
TXN0000074,ACC000140,Transfer,41921.65,2024-12-31,Ipsum harum eaque nobis.,Mobile,False
TXN0000018,ACC000225,Withdrawal,13767.28,2024-01-14,,Online,False
TXN0000404,ACC000079,Withdrawal,25744.97,2024-12-26,Occaecati perspiciatis possimus officia.,Mobile,False
TXN0000058,ACC000084,Deposit,8226.08,2024-12-10,Ad perspiciatis perspiciatis hic.,Branch,False
TXN0000170,ACC000062,Deposit,16070.07,2024-01-20,Rerum rerum consequatur consequuntur.,Mobile,False
TXN0000492,ACC000145,Deposit,33700.05,2023-07-11,Laborum maxime nesciunt quae ratione.,Online,False
TXN0000015,ACC000067,Deposit,7165.36,2024-09-25,Ipsam odit a dicta esse.,Atm,False
TXN0000165,ACC000159,Withdrawal,13941.02,2023-01-26,Fuga voluptatibus esse.,Atm,False
TXN0000319,ACC000035,Transfer,48758.8,2023-05-01,At aut mollitia.,Atm,False
TXN0000136,ACC000250,Withdrawal,108765.785,2024-09-18,Excepturi illo.,Branch,True
TXN0000192,ACC000014,Transfer,19257.61,2024-09-26,Impedit eveniet fugiat.,Atm,False
TXN0000321,ACC000200,Transfer,48579.77,2024-01-29,,Atm,False
TXN0000514,ACC000191,Deposit,8380.69,2024-09-20,Quod corporis reiciendis earum.,Online,False
TXN0000530,ACC000102,Transfer,7460.95,2023-02-15,Quo sapiente odio asperiores.,Atm,False
TXN0000105,ACC000189,Deposit,34404.6,2023-07-23,Aperiam tempora impedit labore libero.,Atm,False
TXN0000255,ACC000099,Deposit,40737.09,2023-07-07,Deserunt aut nisi architecto ratione.,Atm,False
TXN0000016,ACC000113,Withdrawal,22863.61,2023-04-19,Aspernatur culpa maiores voluptas rerum.,Online,False
TXN0000550,ACC000260,Transfer,32827.84,2023-06-01,Voluptatibus omnis.,Online,False
TXN0000057,ACC000244,Withdrawal,29984.68,2024-03-22,,Branch,False
TXN0000574,ACC000036,Deposit,40203.98,2023-06-13,Doloribus tempora delectus a.,Atm,False
TXN0000093,ACC000091,Deposit,10179.33,2023-10-12,,Atm,False
TXN0000343,ACC000038,Transfer,108765.785,2024-12-19,,Branch,True
TXN0000460,ACC000018,Deposit,34947.26,2023-04-27,Eligendi quia sed repudiandae alias.,Atm,False
TXN0000569,ACC000002,Withdrawal,41324.31,2023-07-01,Dolorem consequatur alias.,Atm,False
TXN0000408,ACC000207,Deposit,2551.81,2023-07-18,Id nesciunt tempore maxime.,Mobile,False
TXN0000597,ACC000218,Transfer,18602.48,2023-06-01,Possimus sunt ratione iste provident.,Atm,False
TXN0000089,ACC000096,Transfer,33610.86,2024-10-04,Sit autem modi.,Mobile,False
TXN0000215,ACC000276,Deposit,17057.13,2023-06-01,Harum saepe repellat voluptates.,Online,False
TXN0000081,ACC000024,Deposit,30885.29,2023-11-25,Minima eos aliquid.,Atm,False
TXN0000455,ACC000008,Withdrawal,108765.785,2024-07-03,Deleniti harum incidunt quo reiciendis.,Online,True
TXN0000317,ACC000051,Withdrawal,48419.68,2023-07-17,Voluptatem dignissimos hic modi.,Mobile,False
TXN0000191,ACC000211,Withdrawal,2883.92,2024-02-16,Delectus quae error atque.,Mobile,False
TXN0000151,ACC000102,Deposit,32636.65,2024-10-26,Rem voluptates natus.,Online,False
TXN0000554,ACC000013,Deposit,44469.38,2023-12-12,,Branch,False
TXN0000487,ACC000100,Deposit,108765.785,2024-07-06,Dolore nesciunt voluptates laboriosam possimus.,Branch,True
TXN0000453,ACC000027,Transfer,26755.87,2023-01-19,Veritatis nemo a aperiam.,Mobile,False
TXN0000306,ACC000170,Deposit,10003.38,2024-02-09,Totam ab error reprehenderit quos.,Online,False
TXN0000032,ACC000209,Withdrawal,41082.44,2024-07-25,Fuga placeat itaque.,Atm,False
TXN0000583,ACC000247,Deposit,18780.69,2023-06-23,Deserunt ipsum atque.,Atm,False
TXN0000391,ACC000166,Transfer,47523.87,2023-04-28,,Online,False
TXN0000241,ACC000227,Deposit,34844.27,2024-06-17,Saepe doloribus labore vero.,Atm,False
TXN0000356,ACC000161,Deposit,43389.93,2024-05-25,Nisi aliquid.,Branch,False
TXN0000072,ACC000054,Transfer,46960.19,2024-11-21,,Online,False
TXN0000080,ACC000244,Deposit,28485.88,2024-07-06,Error voluptates placeat error.,Mobile,False
TXN0000536,ACC000107,Withdrawal,10612.07,2024-11-29,Praesentium quibusdam doloribus qui.,Branch,False
TXN0000066,ACC000103,Deposit,33412.56,2023-06-01,Id debitis.,Online,False
TXN0000005,ACC000038,Deposit,38491.02,2023-11-28,Error vel quidem.,Atm,False
TXN0000572,ACC000123,Deposit,19528.04,2023-06-15,Esse odio doloremque excepturi laboriosam.,Online,False
TXN0000155,ACC000120,Withdrawal,28323.3,2024-06-30,Aspernatur aperiam suscipit labore.,Atm,False
TXN0000128,ACC000130,Withdrawal,45873.37,2024-02-27,Quasi aut officia ex.,Atm,False
TXN0000073,ACC000102,Withdrawal,19801.09,2023-06-22,Rerum maiores.,Online,False
TXN0000591,ACC000253,Deposit,37801.6,2024-02-21,Ratione cumque earum voluptas.,Online,False
TXN0000166,ACC000258,Deposit,28885.09,2023-07-13,Adipisci corporis quos in.,Atm,False
TXN0000374,ACC000241,Withdrawal,10672.37,2023-04-28,Est qui quidem.,Online,False
TXN0000141,ACC000033,Withdrawal,44057.21,2024-05-30,Praesentium ipsum dignissimos.,Online,False
TXN0000548,ACC000174,Transfer,11580.67,2023-11-06,Ab quo dolorum iusto.,Mobile,False
TXN0000242,ACC000105,Withdrawal,31754.91,2023-04-04,Reprehenderit maxime.,Online,False
TXN0000200,ACC000146,Deposit,31603.6,2023-01-31,Modi incidunt tenetur.,Atm,False
TXN0000415,ACC000235,Deposit,36767.27,2024-05-13,Architecto possimus.,Atm,False
TXN0000330,ACC000023,Deposit,30204.35,2023-01-14,Quaerat itaque dicta voluptatibus.,Online,False
TXN0000430,ACC000265,Deposit,37049.6,2023-02-24,Voluptate sit.,Online,False
TXN0000044,ACC000275,Deposit,7502.08,2024-09-25,Et voluptatem.,Online,False
TXN0000360,ACC000237,Withdrawal,14603.96,2023-03-16,Dolore sunt.,Mobile,False
TXN0000118,ACC000261,Deposit,6270.35,2023-07-04,Quos quo quo nam.,Atm,False
TXN0000154,ACC000003,Transfer,17788.22,2023-05-08,Deserunt quod iste corporis incidunt.,Atm,False
TXN0000334,ACC000057,Withdrawal,19298.72,2023-04-26,Impedit debitis nulla.,Atm,False
TXN0000223,ACC000094,Withdrawal,9060.95,2024-01-29,Laudantium provident non.,Online,False
TXN0000429,ACC000050,Deposit,23065.02,2024-10-27,Velit pariatur fugiat.,Atm,False
TXN0000159,ACC000263,Withdrawal,41208.21,2024-12-29,,Online,False
TXN0000156,ACC000265,Withdrawal,33654.45,2023-09-11,,Online,False
TXN0000503,ACC000068,Deposit,12440.71,2024-01-22,Deleniti error.,Online,False
TXN0000052,ACC000148,Deposit,4471.17,2024-03-01,Beatae quaerat corporis expedita.,Mobile,False
TXN0000481,ACC000056,Deposit,6039.58,2024-08-28,Porro veritatis officiis.,Mobile,False
TXN0000216,ACC000201,Transfer,7769.19,2024-10-06,Iure vel ipsam.,Online,False
TXN0000546,ACC000274,Withdrawal,44911.26,2024-03-10,Tempora delectus explicabo aut.,Atm,False
TXN0000557,ACC000041,Withdrawal,48844.48,2024-01-27,Reiciendis quaerat eveniet quisquam.,Atm,False
TXN0000004,ACC000151,Transfer,28346.83,2024-12-13,Harum tenetur hic voluptate.,Branch,False
TXN0000549,ACC000204,Withdrawal,33796.12,2024-03-07,Error incidunt delectus repellat.,Atm,False
TXN0000598,ACC000010,Withdrawal,48437.13,2024-04-12,Ea sequi eos eaque blanditiis.,Branch,False
TXN0000521,ACC000202,Transfer,21327.75,2023-05-01,Debitis rem perspiciatis ratione.,Atm,False
TXN0000245,ACC000079,Deposit,21427.12,2023-11-04,Velit quod nulla.,Mobile,False
TXN0000185,ACC000266,Transfer,2687.95,2024-02-21,,Online,False
TXN0000506,ACC000146,Withdrawal,14632.81,2024-07-28,Fugit temporibus id.,Branch,False
TXN0000410,ACC000113,Deposit,11400.6,2024-02-06,Magnam modi suscipit.,Online,False
TXN0000047,ACC000170,Deposit,47394.67,2024-07-13,Maxime ipsa cumque.,Atm,False
TXN0000556,ACC000125,Transfer,24723.17,2024-04-14,,Atm,False
TXN0000098,ACC000011,Deposit,43983.73,2024-01-12,Assumenda quo corporis.,Online,False
TXN0000213,ACC000237,Withdrawal,23774.47,2024-04-24,Molestiae tempora.,Online,False
TXN0000565,ACC000213,Deposit,1575.27,2023-12-27,Quisquam sint voluptatibus.,Online,False
TXN0000310,ACC000135,Withdrawal,30918.9,2023-10-15,Quam itaque recusandae est.,Atm,False
TXN0000380,ACC000067,Transfer,30943.17,2024-08-08,Doloribus molestiae tenetur pariatur.,Online,False
TXN0000251,ACC000217,Deposit,19943.58,2024-06-14,Nam eos.,Atm,False
TXN0000582,ACC000088,Withdrawal,36084.85,2024-02-20,Aliquam voluptas sunt.,Atm,False
TXN0000108,ACC000105,Withdrawal,38690.63,2024-05-21,Ullam sequi quaerat iusto.,Online,False
TXN0000388,ACC000144,Transfer,21859.49,2023-09-14,Dolorum eligendi ipsum odio earum.,Online,False
TXN0000084,ACC000012,Withdrawal,28445.67,2024-12-13,Nesciunt quisquam accusamus.,Mobile,False
TXN0000063,ACC000268,Withdrawal,24027.96,2024-03-28,Distinctio aliquid officia.,Atm,False
TXN0000265,ACC000144,Withdrawal,21801.18,2023-12-01,Pariatur possimus voluptatem.,Online,False
TXN0000596,ACC000214,Deposit,30545.15,2024-04-30,Non dignissimos a nemo.,Branch,False
TXN0000297,ACC000006,Transfer,2964.83,2024-05-19,Expedita nesciunt iure numquam incidunt.,Mobile,False
TXN0000468,ACC000090,Deposit,9072.22,2024-05-21,Voluptatibus quidem hic minus.,Online,False
TXN0000260,ACC000128,Withdrawal,1381.45,2024-12-17,Quod corporis est exercitationem fuga.,Atm,False
TXN0000563,ACC000088,Transfer,17383.68,2024-05-25,Qui ipsa enim laborum quis.,Atm,False
TXN0000048,ACC000058,Transfer,33377.7,2024-03-28,Quis corrupti sequi omnis.,Branch,False
TXN0000496,ACC000066,Transfer,8892.1,2023-12-22,Natus sed.,Online,False
TXN0000418,ACC000270,Deposit,43869.49,2024-04-05,Necessitatibus distinctio dicta quibusdam.,Mobile,False
TXN0000303,ACC000096,Transfer,30814.96,2023-01-06,Blanditiis facere.,Atm,False
TXN0000485,ACC000161,Withdrawal,44130.97,2023-10-12,Sint officiis eius officiis.,Mobile,False
TXN0000395,ACC000003,Transfer,19204.59,2024-10-21,Non asperiores consequatur iusto culpa.,Atm,False
TXN0000106,ACC000118,Withdrawal,11301.91,2024-10-24,Ipsum ipsa cum quas.,Online,False
TXN0000102,ACC000260,Withdrawal,21176.06,2023-06-14,Voluptatem sed qui nisi.,Online,False
TXN0000225,ACC000085,Deposit,3919.03,2023-11-30,,Online,False
TXN0000535,ACC000088,Deposit,28976.94,2024-04-05,Praesentium illo nulla tenetur quia.,Atm,False
TXN0000026,ACC000249,Deposit,20688.51,2023-03-17,Accusamus minima quo.,Mobile,False
TXN0000195,ACC000075,Deposit,23529.24,2023-01-09,Earum et.,Atm,False
TXN0000107,ACC000189,Deposit,2584.17,2023-06-02,Exercitationem doloremque dolor tenetur.,Mobile,False
TXN0000538,ACC000184,Deposit,18957.72,2024-12-19,Temporibus cupiditate facilis consequatur explicabo.,Atm,False
TXN0000381,ACC000194,Deposit,44905.67,2023-09-09,Reiciendis possimus dolore.,Online,False
TXN0000445,ACC000098,Withdrawal,9346.69,2024-10-19,Quisquam dolore ducimus labore.,Atm,False
TXN0000228,ACC000201,Deposit,41940.94,2023-05-08,Cupiditate nihil quia consectetur ut.,Online,False
TXN0000502,ACC000249,Deposit,42289.55,2024-05-28,Porro optio aliquid.,Online,False
TXN0000193,ACC000065,Deposit,29799.24,2023-07-18,Amet dolores nisi.,Online,False
TXN0000486,ACC000055,Withdrawal,22001.95,2023-09-23,Accusamus blanditiis commodi odit.,Atm,False
TXN0000428,ACC000028,Transfer,29058.09,2024-08-02,Excepturi placeat exercitationem et.,Atm,False
TXN0000064,ACC000108,Deposit,11195.66,2023-08-21,Reiciendis quia molestias nobis.,Atm,False
TXN0000461,ACC000197,Transfer,3080.03,2023-01-20,Est voluptatibus commodi voluptatum.,Mobile,False
TXN0000450,ACC000032,Withdrawal,10291.24,2024-11-10,At qui.,Atm,False
TXN0000519,ACC000243,Withdrawal,29407.12,2024-08-29,Praesentium sint mollitia non.,Atm,False
TXN0000014,ACC000275,Deposit,5997.54,2024-04-14,,Online,False
TXN0000182,ACC000143,Transfer,10533.41,2024-02-10,Excepturi debitis.,Online,False
TXN0000396,ACC000213,Deposit,108765.785,2023-04-08,A similique quas.,Atm,True
TXN0000112,ACC000024,Deposit,23599.53,2024-11-17,Dicta non aut.,Mobile,False
TXN0000471,ACC000219,Deposit,10281.69,2024-11-28,Itaque cum consequuntur.,Branch,False
TXN0000562,ACC000169,Transfer,36435.38,2024-03-06,Amet rerum inventore.,Branch,False
TXN0000120,ACC000079,Deposit,6187.35,2023-04-19,Provident unde.,Mobile,False
TXN0000139,ACC000083,Withdrawal,41670.73,2024-04-28,Voluptate in suscipit praesentium sit.,Online,False
TXN0000508,ACC000107,Transfer,16688.53,2023-04-08,Modi architecto quasi.,Mobile,False
TXN0000218,ACC000120,Deposit,108765.785,2024-01-31,,Atm,True
TXN0000168,ACC000132,Withdrawal,17063.83,2024-06-24,A molestias architecto aliquid.,Online,False
TXN0000311,ACC000077,Withdrawal,35087.13,2024-08-28,Inventore velit in.,Online,False
TXN0000207,ACC000192,Deposit,11007.83,2023-06-10,,Mobile,False
TXN0000214,ACC000066,Deposit,20942.62,2023-06-01,Perferendis explicabo repellat repudiandae.,Branch,False
TXN0000236,ACC000247,Withdrawal,6733.28,2024-12-05,Deserunt aspernatur nemo ad.,Mobile,False
TXN0000323,ACC000076,Deposit,6043.26,2023-10-26,Eligendi doloremque optio architecto.,Online,False
TXN0000071,ACC000149,Transfer,36835.1,2023-08-20,Temporibus nobis facere.,Mobile,False
TXN0000357,ACC000243,Deposit,17733.09,2024-04-16,Quisquam ut fugiat dolores.,Atm,False
TXN0000131,ACC000250,Deposit,108765.785,2024-02-19,Enim cupiditate eaque quaerat.,Online,True
TXN0000041,ACC000216,Transfer,14729.16,2023-06-01,Perferendis consequatur tempora aliquam.,Atm,False
TXN0000027,ACC000139,Withdrawal,8985.23,2023-07-18,Repudiandae laudantium dolore dicta.,Branch,False
TXN0000186,ACC000201,Withdrawal,11304.96,2024-04-04,Corporis ducimus at.,Online,False
TXN0000316,ACC000045,Withdrawal,26490.22,2023-08-04,Necessitatibus reiciendis totam nemo.,Atm,False
TXN0000212,ACC000263,Deposit,47296.17,2023-01-13,Quis modi ratione officiis.,Online,False
TXN0000152,ACC000262,Deposit,37028.61,2023-10-18,Pariatur sapiente doloremque error pariatur.,Atm,False
TXN0000194,ACC000263,Withdrawal,12233.31,2023-11-16,Laudantium quibusdam harum.,Online,False
TXN0000157,ACC000244,Withdrawal,21342.04,2024-03-11,Aspernatur perspiciatis illo nam.,Atm,False
TXN0000364,ACC000042,Deposit,13565.42,2023-03-12,Accusamus omnis accusamus.,Online,False
TXN0000206,ACC000019,Withdrawal,34756.03,2023-10-02,Distinctio magnam reiciendis sunt.,Mobile,False
TXN0000469,ACC000117,Deposit,2021.24,2024-08-16,Eligendi ullam praesentium.,Atm,False
TXN0000575,ACC000276,Withdrawal,49777.17,2024-03-03,Distinctio iusto tenetur aut.,Online,False
TXN0000229,ACC000227,Deposit,22088.83,2024-11-22,Sunt quas earum.,Online,False
TXN0000593,ACC000092,Withdrawal,24430.26,2024-04-26,,Mobile,False
TXN0000331,ACC000174,Withdrawal,30021.9,2023-04-19,Aperiam id rem minima.,Mobile,False
TXN0000231,ACC000173,Withdrawal,45446.94,2023-01-29,Nostrum perspiciatis sunt a incidunt.,Atm,False
TXN0000009,ACC000002,Transfer,23959.16,2023-03-13,Qui unde ex in.,Atm,False
TXN0000020,ACC000074,Deposit,20869.49,2024-12-09,Repudiandae reiciendis dicta impedit delectus.,Atm,False
TXN0000400,ACC000071,Transfer,34427.29,2024-12-16,Voluptatibus commodi.,Atm,False
TXN0000007,ACC000038,Withdrawal,10997.49,2023-09-23,Et repellat officia ratione earum.,Mobile,False
TXN0000301,ACC000248,Deposit,45710.85,2023-06-01,Maiores officia ratione unde.,Mobile,False
TXN0000412,ACC000243,Transfer,3565.79,2023-05-26,Quod exercitationem consequuntur quibusdam ut.,Atm,False
TXN0000022,ACC000238,Withdrawal,48841.89,2024-07-06,Officia occaecati tenetur voluptate dicta.,Online,False
TXN0000443,ACC000116,Withdrawal,28731.61,2024-03-24,Dolores distinctio quidem optio at.,Online,False
TXN0000541,ACC000015,Deposit,5481.98,2024-08-14,Enim laboriosam eaque.,Online,False
TXN0000465,ACC000020,Deposit,4368.29,2023-12-12,Sequi quas error.,Atm,False
TXN0000348,ACC000208,Transfer,42101.48,2023-11-17,Consequuntur reprehenderit sapiente cupiditate.,Online,False
TXN0000187,ACC000169,Deposit,11358.84,2023-09-13,,Mobile,False
TXN0000339,ACC000126,Transfer,24116.3,2024-10-13,Magnam quod.,Atm,False
TXN0000463,ACC000199,Deposit,36316.74,2023-02-28,Corrupti quaerat sed vel.,Atm,False
TXN0000477,ACC000065,Withdrawal,32701.16,2024-03-04,Unde atque voluptate.,Online,False
TXN0000284,ACC000187,Deposit,28168.56,2023-05-08,,Branch,False
TXN0000442,ACC000016,Deposit,108765.785,2024-01-19,Voluptates iure tempore veritatis laboriosam.,Online,True
TXN0000075,ACC000255,Withdrawal,25619.58,2023-05-06,,Atm,False
TXN0000196,ACC000175,Withdrawal,21160.85,2023-07-26,Illum laborum illum doloremque suscipit.,Atm,False
TXN0000599,ACC000103,Withdrawal,1281.58,2024-07-25,Aliquid dolores aliquam.,Atm,False
TXN0000090,ACC000031,Withdrawal,13470.0,2024-03-20,Hic accusamus.,Online,False
TXN0000526,ACC000242,Transfer,35242.8,2024-08-08,Ipsa explicabo iusto.,Atm,False
TXN0000163,ACC000071,Transfer,22673.48,2024-09-12,Velit fuga veritatis.,Online,False
TXN0000545,ACC000050,Transfer,45650.37,2024-12-24,Ab itaque error autem.,Branch,False
TXN0000116,ACC000226,Deposit,38207.4,2024-11-04,Excepturi beatae.,Mobile,False
TXN0000095,ACC000269,Deposit,28591.57,2024-11-11,Possimus deleniti.,Branch,False
TXN0000078,ACC000061,Transfer,27376.34,2024-03-16,Officia quae ut.,Atm,False
TXN0000069,ACC000195,Transfer,29510.09,2023-07-05,Officia veritatis culpa.,Branch,False
TXN0000595,ACC000166,Deposit,5235.56,2024-08-07,Voluptas cumque quibusdam fugit quod.,Online,False
TXN0000290,ACC000209,Withdrawal,1392.9,2023-05-08,Maxime debitis quae minima.,Branch,False
TXN0000504,ACC000078,Withdrawal,38143.06,2024-07-08,Vero nobis dolor.,Atm,False
TXN0000552,ACC000197,Withdrawal,48591.34,2024-03-10,Beatae eligendi consequatur.,Atm,False
TXN0000335,ACC000078,Deposit,16752.87,2023-03-28,Itaque tenetur delectus necessitatibus.,Mobile,False
TXN0000517,ACC000219,Deposit,28001.89,2023-07-17,Veritatis quos commodi minima.,Atm,False
TXN0000033,ACC000013,Transfer,894.92,2024-04-15,Iusto sit.,Online,False
TXN0000448,ACC000257,Deposit,48408.93,2024-06-14,Aperiam exercitationem tenetur quia quam.,Atm,False
TXN0000017,ACC000165,Withdrawal,33952.05,2024-08-12,Sed placeat recusandae.,Atm,False
TXN0000383,ACC000012,Transfer,24762.83,2024-02-05,,Online,False
TXN0000525,ACC000140,Deposit,16489.73,2024-05-29,Provident dolorum non provident.,Online,False
TXN0000062,ACC000059,Transfer,30710.08,2024-06-28,Veniam voluptatum tenetur reiciendis.,Atm,False
TXN0000542,ACC000171,Deposit,47148.03,2023-05-23,Qui necessitatibus.,Branch,False
TXN0000050,ACC000045,Transfer,9866.21,2024-11-24,Cum iusto blanditiis.,Atm,False
TXN0000499,ACC000067,Deposit,10389.42,2023-06-01,Dolorum aliquid.,Online,False
TXN0000438,ACC000156,Transfer,35988.53,2023-05-24,Voluptates sequi temporibus quasi.,Mobile,False
TXN0000123,ACC000107,Deposit,8982.74,2023-04-02,Non similique aut natus magni.,Online,False
TXN0000024,ACC000276,Deposit,30879.29,2023-06-01,At facilis veniam.,Atm,False
TXN0000262,ACC000244,Withdrawal,30377.47,2023-03-25,Animi magni saepe.,Online,False
TXN0000266,ACC000171,Withdrawal,6242.6,2024-05-18,Possimus sequi necessitatibus excepturi error.,Online,False
TXN0000204,ACC000065,Transfer,14779.72,2024-10-06,Eligendi cum modi architecto at.,Online,False
TXN0000342,ACC000115,Deposit,23073.38,2024-03-07,Fugit quia sequi id.,Online,False
TXN0000371,ACC000091,Transfer,41426.47,2023-12-10,Voluptate pariatur architecto accusantium.,Atm,False
TXN0000472,ACC000083,Withdrawal,48757.43,2023-10-29,Enim corporis dolor quibusdam.,Atm,False
TXN0000234,ACC000189,Deposit,19520.41,2023-10-13,Sunt dolore.,Atm,False
TXN0000480,ACC000217,Withdrawal,8430.09,2024-06-26,Blanditiis id.,Branch,False
TXN0000329,ACC000207,Withdrawal,34399.6,2024-03-12,Nobis vel nesciunt.,Atm,False
TXN0000189,ACC000049,Transfer,26031.78,2024-09-06,,Atm,False
TXN0000220,ACC000082,Deposit,6583.62,2024-12-27,Quia quis perspiciatis.,Branch,False
TXN0000457,ACC000113,Transfer,46924.67,2024-01-01,Maxime nobis dolore.,Branch,False
TXN0000370,ACC000064,Transfer,18575.8,2023-11-11,Ex odio sunt.,Branch,False
TXN0000322,ACC000269,Deposit,10968.61,2024-06-09,Delectus architecto.,Atm,False
TXN0000070,ACC000021,Withdrawal,6268.41,2024-01-05,Laudantium inventore rem.,Atm,False
TXN0000144,ACC000106,Withdrawal,41198.15,2024-10-07,Quam qui commodi voluptatibus.,Atm,False
TXN0000023,ACC000023,Deposit,42204.71,2023-06-13,Amet nulla nobis.,Branch,False
TXN0000299,ACC000271,Deposit,26762.81,2024-11-08,Debitis doloremque.,Atm,False
TXN0000571,ACC000242,Withdrawal,28572.18,2023-06-01,Sint fugit.,Online,False
TXN0000267,ACC000224,Withdrawal,17226.97,2024-01-26,,Atm,False
TXN0000560,ACC000140,Deposit,13915.01,2023-06-01,Culpa magnam quisquam.,Online,False
TXN0000587,ACC000234,Deposit,9215.96,2023-08-22,Tempora quis sapiente.,Atm,False
TXN0000336,ACC000054,Deposit,7595.98,2023-10-21,Praesentium aliquam suscipit culpa.,Online,False
TXN0000252,ACC000046,Withdrawal,32958.45,2024-02-26,Illo nulla illum sint.,Online,False
TXN0000091,ACC000212,Deposit,38299.95,2023-03-07,Itaque illo omnis quia.,Atm,False
TXN0000576,ACC000021,Withdrawal,1283.63,2023-10-27,Dolorum laudantium ex.,Mobile,False
TXN0000205,ACC000192,Transfer,30782.83,2024-10-22,Rerum quam voluptatum.,Atm,False
